id_client,type_client,secteur_activite,taille_entreprise,statut_juridique,annee_creation,anciennete_relation_ifc,score_risque_pays,diversification_geographique,exposure_externe,pays_implantation,region,ville,zone_urbaine_rurale,indice_developpement_local,accessibilite_infrastructure,risque_climatique_local,risque_securitaire,dynamisme_economique_local,distance_centre_economique,exposition_risque_naturel,distance_hub_logistique,indice_conflit_local,chiffre_affaires,croissance_ca,stabilite_revenus,diversification_revenus,ratio_revenus_ifs,marge_brute,marge_operationnelle,ebitda,resultat_net,roe,roa,marge_net_operating,total_actifs,total_passifs,ratio_endettement,ratio_autonomie_financiere,levier_financier,ratio_liquidite_generale,ratio_liquidite_immediate,fonds_roulement,BFR,tresorerie_nette,liquidite_immediate_ajustee,encours_dette,service_dette,DSCR,capacite_endettement,maturite_dette,montant_moyen_transaction,frequence_transactions,revenus_recurrents,charges_recurrentes,solde_moyen,volatilite_solde,incidents_paiement,retards_paiement,nb_incidents,duree_relation_banque,utilisation_decouvert,taux_transactions_digitales,score_maturite_digitale,adoption_mobile_banking,score_innovation,risque_sectoriel,cyclicite_secteur,concurrence_marche,exposition_choc_eco,type_intervention_ifc,exposition_ifc,part_ifc_dans_financement,categorie_esg_ifc,impact_environnemental,gestion_risques_env,plan_reduction_carbone,impact_social,respect_normes_travail,inclusion_genre,taux_femmes_cadres,politique_sante_securite,qualite_management,transparence_financiere,structure_conseil,risque_corruption,code_ethique,score_gouvernance_ifc,stabilite_pays,croissance_pays,inflation,taux_change_risque,volatilite_devise,croissance_local,probabilite_defaut,perte_en_cas_defaut,exposition_defaut,score_credit,classe_risque
1235,Institution_financiere,Education,TPE,SAS,1988,17,0.24,6,0.42,Ghana,Ouest,Ankara,Rural,0.54,0.26,0.13,0.45,0.37,84,0.06,149,0.17,8556815,0.14,0.4,2,0.28,0.03,0.47,825026,608237,-0.11,-0.06,0.16,15374715,8488360,0.43,0.02,0.2,1.49,0.78,296348,415496,747365,33134,3929774,397259,1.22,0.75,3,3493,62,56361,43534,235110,0.36,0,1,1,10,0.48,0.37,0.93,0.35,0.57,0.09,0.25,0.31,0.1,PPP,4678594,0.29,FI,0.38,0.11,0,0.4,0.5,0.03,0.13,0.21,0.29,0.19,0.08,0.21,0,0.4,0.33,0.008,0.059,0.62,0.36,0.03,0.54,0.64,2436373,0.5820000000000001,Moyen
1236,Entreprise,Sante,TPE,SAS,2010,1,0.41,2,0.45,Bulgaria,Sud,Taskhkent,Rural,0.26,0.27,0.34,0.38,0.73,81,0.26,18,0.55,1776927,-0.08,0.26,7,0.09,0.39,0.13,1249183,686586,-0.03,0.01,0.36,235793,1196709,2.07,0.38,2.09,1.45,0.76,251379,224225,21241,-1871,4897823,79682,0.51,0.78,6,6950,92,12141,20998,279963,0.64,1,2,1,4,0.11,0.75,0.45,0.72,0.19,0.15,0.19,0.31,0.18,PPP,1312869,0.59,FI,0.02,0.34,0,0.4,0.11,0.22,0.26,0.48,0.03,0.3,0.49,0.18,0,0.33,0.25,0.059,0.032,0.43,0.1,0.06,0.28,0.77,2698269,0.505,Moyen
1237,Secteur_public,Tech,TPE,Public,1994,3,0.46,4,0.5,Peru,Ouest,Porto-Novo,Urbain,0.93,0.6,0.43,0.11,0.95,55,0.25,112,0.16,7567443,0.09,0.34,3,0.61,0.24,0.15,433517,448472,0.14,0.08,0.24,13344937,11117113,0.3,0.31,2.7,2.36,0.12,-4119,482543,811011,171812,236323,136082,0.95,0.23,4,4528,7,36314,23605,191511,0.48,0,0,1,10,0.05,0.36,0.5,0.22,0.55,0.29,0.12,0.42,0.26,Equity,1545236,0.42,A,0.23,0.16,1,0.59,0.1,0.47,0.21,0.22,0.22,0.23,0.23,0.16,1,0.12,0.11,0.078,0.021,0.31,0.48,0.04,0.17,0.48,374231,0.405,Moyen
1238,Projet_SPV,Finance,PME,Public,1983,11,0.14,3,0.19,Philippines,Nord,Yamoussoukro,Urbain,0.85,0.47,0.36,0.25,0.16,65,0.19,61,0.36,8418716,0.12,0.77,5,0.6,0.16,0.05,1778190,430757,0.27,0.2,0.07,8391824,598781,2.08,0.8,3.15,2.8,1.13,379142,497403,-349,216071,4599731,227061,2.17,0.64,7,4666,13,22004,92894,139128,0.86,0,1,3,13,0.36,0.43,0.63,0.35,0.56,0.02,0.32,0.01,0.15,Pret,4463394,0.36,B,0.1,0.17,0,0.38,0.19,0.21,0.41,0.48,0.13,0.22,0.47,0.03,1,0.26,0.23,0.015,0.052,0.21,0.47,0.04,0.31,0.7,3176928,0.513,Moyen
1239,Entreprise,Finance,PME,SA,2019,6,0.48,11,0.7,Brazil,Est,Bucharest,Rural,0.78,0.17,0.21,0.32,0.18,93,0.03,197,0.11,650999,-0.05,0.43,9,0.44,0.2,0.41,1815467,450416,0.29,0.02,0.12,2596457,10960891,0.65,0.39,2.03,2.55,1.14,245491,177827,829375,471575,1243824,417085,1.63,0.22,1,2363,24,93586,30017,461332,0.32,0,1,1,11,0.52,0.62,0.37,0.12,0.35,0.21,0.12,0.14,0.34,Pret,4620212,0.08,C,0.18,0.34,1,0.16,0.1,0.33,0.13,0.1,0.09,0.4,0.26,0.25,1,0.42,0.24,0.05,-0.02,0.32,0.46,0.03,0.62,0.54,4485827,0.588,Moyen
1240,Fonds,Infrastructure,PME,Public,1988,14,0.43,13,0.27,Ukraine,Nord,Jakarta,Urbain,0.44,0.6,0.24,0.3,0.92,83,0.3,162,0.07,7288071,0.14,0.22,4,0.13,0.37,0.04,641497,307364,0.18,-0.01,0.35,6425441,7956895,0.32,0.01,4.06,1.64,1.29,311099,38706,127969,218780,2097679,104816,1.91,0.57,3,5248,83,99868,53087,462397,0.56,0,2,0,4,0.23,0.34,0.46,0.25,0.43,0.27,0.47,0.08,0.47,Equity,839844,0.03,C,0.05,0.53,0,0.43,0.79,0.27,0.14,0.09,0.36,0.34,0.25,0.11,0,0.17,0.36,0.026,0.009,0.59,0.22,0.06,0.02,0.55,155815,0.341,Faible
1241,Institution_financiere,Education,TPE,SA,1988,6,0.28,4,0.29,Senegal,Nord,Lima,Rural,0.58,0.4,0.06,0.08,0.67,94,0.06,82,0.55,6587738,0.03,0.47,9,0.27,0.43,0.12,460679,477956,-0.07,-0.02,0.55,1495047,14013496,0.01,0.41,0.82,1.85,0.28,44015,116958,787253,82916,928249,183447,0.7,0.48,7,4595,50,60635,21781,255241,0.53,0,6,1,17,0.03,0.37,0.38,0.24,0.34,0.17,0.3,0.39,0.05,Pret,196302,0.04,A,0.5,0.22,1,0.28,0.19,0.15,0.6,0.1,0.21,0.55,0.61,0.19,0,0.33,0.44,0.049,0.003,0.12,0.44,0.05,0.3,0.75,328086,0.509,Moyen
1242,Entreprise,Infrastructure,Grande,SA,2005,16,0.24,5,0.03,India,Nord,Beijing,Urbain,0.08,0.32,0.21,0.04,0.81,25,0.11,182,0.6,6002483,-0.03,0.79,6,0.29,0.24,0.17,1899424,675471,-0.04,0.16,0.46,1146979,11338529,1.53,0.28,0.08,0.81,1.16,1294,-20284,57836,455732,2498920,275862,1.57,0.79,1,3428,58,2813,94198,13011,0.39,1,0,6,8,0.19,0.17,0.91,0.75,0.97,0.22,0.11,0.47,0.16,PPP,4386190,0.35,A,0.25,0.03,1,0.09,0.64,0.22,0.34,0.38,0.22,0.38,0.39,0.38,0,0.1,0.03,-0.023,0.041,0.21,0.39,0.01,0.43,0.78,993588,0.629,Moyen
1243,Projet_SPV,Sante,TPE,SAS,1983,15,0.28,7,0.43,Mexico,Est,Pretoria,Rural,0.34,0.93,0.23,0.18,0.55,92,0.61,99,0.09,4796200,0.05,0.51,3,0.49,0.28,0.46,765667,544372,-0.05,-0.05,0.25,4755305,9165633,2.59,0.76,3.71,1.3,0.03,114769,311216,582251,-44402,3105136,456639,0.99,0.32,6,1579,72,90675,55236,377477,0.59,0,1,0,14,0.03,0.6,0.54,0.36,0.71,0.19,0.86,0.29,0.26,Equity,3617746,0.4,B,0.18,0.16,1,0.11,0.51,0.62,0.6,0.06,0.31,0.13,0.09,0.21,0,0.23,0.27,0.04,0.026,0.45,0.54,0.05,0.38,0.75,1294822,0.569,Moyen
1244,Fonds,Sante,PME,Public,1996,18,0.29,14,0.39,Benin,Nord,New Delhi,Rural,0.31,0.5,0.4,0.04,0.17,37,0.05,90,0.28,1779831,-0.05,0.41,1,0.16,0.53,0.25,973503,734566,0.22,0.09,0.52,17637787,12779562,2.24,0.68,4.72,0.79,0.92,223141,481485,759253,380887,1106852,475862,2.22,0.04,5,595,36,11659,91353,399069,0.55,1,0,2,13,0.26,0.31,0.5,0.73,0.08,0.22,0.26,0.39,0.35,Pret,3317151,0.38,A,0.19,0.01,0,0.22,0.3,0.27,0.1,0.19,0.16,0.25,0.17,0.02,0,0.26,0.17,0.022,0.003,0.13,0.05,0.08,0.26,0.55,2494323,0.44300000000000006,Moyen
1245,PPP,Industrie,PME,Public,1995,8,0.22,9,0.4,Egypt,Sud,Astana,Rural,0.66,0.93,0.17,0.53,0.51,75,0.12,157,0.48,7086893,0.03,0.69,8,0.27,0.44,0.37,1939111,810739,0.19,0.15,0.08,11600913,5481218,0.78,0.7,4.23,1.29,1.26,62797,114036,-64345,57450,743032,197364,1.55,0.37,4,4885,47,35693,66571,343861,0.59,1,1,2,10,0.13,0.64,0.33,0.35,0.6,0.5,0.25,0.22,0.45,Equity,806359,0.27,FI,0.43,0.48,0,0.63,0.15,0.15,0.3,0.42,0.44,0.37,0.35,0.6,0,0.11,0.58,0.025,0.043,0.39,0.11,0.04,0.32,0.47,1156211,0.479,Moyen
1246,Projet_SPV,Sante,TPE,SA,1994,13,0.42,11,0.18,Chile,Sud,Abuja,Urbain,0.67,0.45,0.42,0.24,0.05,80,0.11,169,0.39,8902108,-0.15,0.31,4,0.25,0.22,0.2,499423,330135,-0.17,0.16,0.1,1114716,9750346,0.45,0.86,3.75,1.69,0.72,196702,307078,895576,21176,3496474,97765,2.15,0.84,3,2405,30,26033,78857,288299,0.54,0,1,3,2,0.23,0.07,0.74,0.31,0.16,0.13,0.28,0.38,0.19,Pret,3392868,0.33,B,0.17,0.18,0,0.7,0.06,0.26,0.07,0.04,0.03,0.23,0.12,0.39,1,0.31,0.5,0.024,0.04,0.23,0.14,0.03,0.23,0.41,1415784,0.376,Faible
1247,Projet_SPV,Industrie,TPE,SA,2014,16,0.22,2,0.23,Uzbekistan,Est,Yamoussoukro,Urbain,0.68,0.4,0.29,0.38,0.44,82,0.14,92,0.26,1794161,0.14,0.4,6,0.38,0.29,0.11,898851,849678,0.05,-0.06,0.28,7570731,13795811,2.88,0.96,0.52,1.8,1.62,354397,8547,278279,157724,2957770,226247,0.8,0.45,9,9487,1,53485,3775,267843,0.14,0,2,4,14,0.13,0.46,0.7,0.15,0.28,0.37,0.13,0.61,0.52,PPP,4923021,0.17,FI,0.17,0.51,1,0.01,0.29,0.2,0.28,0.33,0.03,0.07,0.18,0.35,0,0.51,0.33,0.027,0.04,0.32,0.25,0.03,0.26,0.67,4850344,0.42900000000000005,Moyen
1248,Fonds,Tech,PME,SARL,1984,4,0.34,8,0.69,Thailand,Sud,Jakarta,Rural,0.54,0.19,0.31,0.29,0.93,54,0.05,198,0.5,8376390,0.13,0.58,2,0.44,0.09,0.23,472195,170808,0.12,0.14,0.2,5372086,7715388,2.48,0.98,3.97,1.52,0.31,405829,234269,294844,32896,655699,395894,0.79,0.82,9,5421,50,14690,79477,444940,0.35,0,0,1,4,0.14,0.07,0.59,0.2,0.11,0.17,0.21,0.21,0.11,PPP,1441007,0.12,A,0.22,0.38,1,0.15,0.27,0.35,0.32,0.06,0.12,0.07,0.27,0.33,1,0.11,0.18,0.008,0.074,0.3,0.22,0.02,0.3,0.45,3125336,0.4630000000000001,Moyen
1249,Projet_SPV,Infrastructure,PME,SARL,1984,1,0.17,3,0.47,Thailand,Ouest,Brasilia,Rural,0.59,0.39,0.67,0.17,0.54,73,0.46,90,0.07,3464225,0.28,0.49,4,0.21,0.19,0.35,1139526,546449,-0.19,0.18,0.22,14049599,2098850,1.87,0.98,2.55,0.54,1.47,432310,1457,139701,10394,1768657,272240,1.97,0.25,3,2440,93,99350,62124,370187,0.94,1,2,2,19,0.09,0.4,0.05,0.23,0.43,0.19,0.41,0.44,0.33,Equity,322433,0.73,C,0.23,0.35,0,0.47,0.11,0.35,0.51,0.14,0.41,0.34,0.1,0.15,0,0.23,0.13,0.026,0.039,0.74,0.31,0.02,0.4,0.34,2065464,0.45600000000000007,Moyen
1250,Fonds,Agriculture,PME,SA,1999,19,0.28,9,0.19,Philippines,Sud,Yamoussoukro,Urbain,0.57,0.3,0.42,0.06,0.63,28,0.08,58,0.27,1710461,0.03,0.29,8,0.43,0.37,0.18,309545,511993,0.1,0.13,0.43,12345817,332192,1.05,0.87,1.48,1.83,0.44,242594,191731,167416,147962,2151695,376619,2.73,0.25,6,5774,74,92997,18916,176138,0.39,0,1,1,19,0.02,0.21,0.48,0.54,0.4,0.12,0.38,0.67,0.2,PPP,1882129,0.13,C,0.34,0.3,1,0.54,0.56,0.6,0.21,0.19,0.14,0.3,0.12,0.52,1,0.16,0.24,0.025,0.039,0.25,0.38,0.05,0.23,0.5,1778860,0.43300000000000005,Moyen
1251,Entreprise,Tech,TPE,SARL,1994,15,0.18,10,0.45,Kazakhstan,Nord,Hanoi,Rural,0.6,0.71,0.31,0.21,0.43,91,0.23,158,0.12,4727758,0.11,0.2,2,0.61,0.56,0.13,1255212,148476,0.27,0.11,0.19,10773683,8922798,2.36,0.59,4.89,1.41,1.99,271059,18153,-84865,451642,648394,104451,2.36,0.27,1,787,7,61713,39562,17101,0.43,0,2,1,3,0.29,0.08,0.57,0.3,0.09,0.17,0.52,0.36,0.46,Pret,924147,0.41,C,0.39,0.26,1,0.27,0.41,0.08,0.21,0.33,0.52,0.45,0.23,0.18,1,0.21,0.29,0.008,0.003,0.06,0.53,0.02,0.19,0.46,4238366,0.391,Faible
1252,Fonds,Sante,PME,SARL,1997,13,0.18,12,0.41,Côte d’Ivoire,Sud,Bangkok,Urbain,0.36,0.26,0.03,0.26,0.17,52,0.25,161,0.11,7141581,0.04,0.55,6,0.24,0.62,0.17,543111,561392,-0.18,0.06,0.42,14865700,9917911,1.13,0.25,4.32,1.67,1.33,226688,220041,66444,182352,1909852,116044,2.51,0.74,8,3591,14,6173,99411,326571,0.22,1,1,5,4,0.28,0.51,0.49,0.28,0.26,0.41,0.18,0.26,0.12,PPP,2177211,0.41,FI,0.19,0.21,0,0.05,0.27,0.21,0.45,0.22,0.25,0.46,0.41,0.53,0,0.27,0.35,0.025,0.089,0.3,0.36,-0.0,0.28,0.55,3551758,0.45100000000000007,Moyen
1253,Fonds,Tech,PME,SA,1981,13,0.13,4,0.17,Colombia,Ouest,Belgrade,Rural,0.32,0.93,0.15,0.21,0.9,64,0.52,191,0.36,5110620,0.09,0.15,2,0.32,0.17,0.45,296703,627327,-0.11,0.13,0.08,17184258,4484803,2.1,0.01,2.05,0.7,0.22,150694,248656,-1415,106607,4370663,233755,1.0,0.55,6,1208,53,83894,51877,148947,0.67,1,1,4,7,0.18,0.38,0.37,0.3,0.09,0.4,0.17,0.21,0.2,Pret,4840678,0.15,A,0.13,0.19,0,0.12,0.54,0.2,0.28,0.37,0.21,0.22,0.27,0.37,0,0.18,0.32,0.058,0.009,0.47,0.11,0.06,0.25,0.4,4159490,0.40900000000000003,Moyen
1254,Institution_financiere,Tech,Grande,SA,2008,0,0.27,3,0.02,Bangladesh,Ouest,Yamoussoukro,Rural,0.54,0.16,0.15,0.49,0.77,38,0.35,96,0.13,6110417,0.23,0.48,8,0.29,0.44,0.38,1328421,347111,-0.15,0.07,0.16,1828905,1945168,1.63,0.35,1.02,1.89,0.46,433780,297246,467423,469088,4155010,11543,1.77,0.71,3,6061,87,41129,68966,187940,0.37,1,1,3,3,0.28,0.54,0.2,0.84,0.34,0.64,0.42,0.06,0.39,PPP,4871009,0.11,B,0.28,0.46,0,0.29,0.3,0.11,0.11,0.16,0.16,0.3,0.16,0.1,0,0.07,0.26,-0.008,0.051,0.22,0.35,0.03,0.26,0.67,3311163,0.517,Moyen
1255,Fonds,Tech,TPE,Public,1992,2,0.27,10,0.45,Kenya,Ouest,Ankara,Urbain,0.13,0.59,0.2,0.43,0.56,44,0.53,34,0.28,6530924,0.14,0.63,3,0.61,0.09,0.39,972963,370470,-0.02,0.02,0.16,12229544,8710059,1.65,0.82,4.49,2.55,1.69,133028,60811,677711,491607,1373290,388212,2.71,0.38,5,8168,51,80756,63044,416471,0.59,1,1,4,3,0.31,0.16,0.69,0.9,0.82,0.45,0.07,0.23,0.14,Pret,3156457,0.15,C,0.36,0.46,0,0.08,0.14,0.25,0.02,0.12,0.03,0.54,0.35,0.22,1,0.17,0.39,0.05,0.037,0.12,0.29,0.03,0.03,0.61,2150741,0.364,Faible
1256,Fonds,Sante,Grande,SA,1983,6,0.12,6,0.32,Colombia,Nord,Abuja,Urbain,0.62,0.29,0.32,0.4,0.37,87,0.21,119,0.55,5133623,0.09,0.21,9,0.23,0.29,0.35,1787119,299051,-0.02,0.05,0.46,10752544,10541050,1.59,0.71,2.07,0.77,0.15,425393,3826,-70390,105885,4096453,434010,2.84,0.45,8,9854,96,53833,68806,445729,0.13,1,1,0,9,0.64,0.66,0.68,0.78,0.09,0.04,0.41,0.1,0.51,PPP,4814275,0.14,FI,0.39,0.3,0,0.14,0.18,0.05,0.26,0.52,0.14,0.2,0.29,0.19,1,0.08,0.17,0.043,-0.005,0.62,0.2,0.06,0.28,0.84,4609234,0.5760000000000001,Moyen
1257,PPP,Agriculture,Grande,SA,2021,14,0.18,10,0.06,Morocco,Ouest,Porto-Novo,Rural,0.77,0.73,0.1,0.34,0.32,62,0.35,119,0.41,3805345,-0.13,0.58,6,0.14,0.27,0.13,1554732,830280,0.28,0.1,0.09,8065728,3460804,2.92,0.14,4.64,1.2,0.77,400717,169357,581867,170050,2800916,41407,0.64,0.47,8,8467,36,17851,58137,289054,0.17,1,0,4,9,0.14,0.65,0.75,0.82,0.21,0.2,0.1,0.3,0.14,Pret,2451543,0.45,A,0.12,0.11,1,0.09,0.34,0.26,0.27,0.23,0.71,0.09,0.54,0.4,0,0.3,0.3,0.019,0.005,0.11,0.16,-0.01,0.39,0.62,4831521,0.521,Moyen
1258,Entreprise,Education,PME,SAS,1989,18,0.1,13,0.07,Bangladesh,Nord,Accra,Urbain,0.37,0.45,0.37,0.19,0.57,86,0.3,49,0.3,5085961,0.09,0.32,3,0.14,0.69,0.18,886655,39984,0.2,0.07,0.25,6464923,246976,2.7,0.0,1.55,1.31,0.16,494939,108099,365894,-27698,1443129,282495,0.9,0.5,4,6381,44,91926,10496,434199,0.64,1,3,3,4,0.09,0.31,0.51,0.41,0.65,0.41,0.31,0.39,0.45,Equity,4495412,0.31,C,0.37,0.23,1,0.33,0.24,0.39,0.23,0.19,0.36,0.53,0.39,0.01,1,0.93,0.07,0.041,0.049,0.21,0.37,0.03,0.42,0.85,1694227,0.479,Moyen
1259,Institution_financiere,Tech,TPE,Public,2010,19,0.19,9,0.37,Uzbekistan,Ouest,Porto-Novo,Rural,0.66,0.62,0.15,0.38,0.97,68,0.54,12,0.52,6566225,-0.09,0.62,2,0.11,0.32,0.11,719590,318639,0.12,0.1,0.37,4785114,10313641,1.33,0.26,2.07,0.59,1.14,184330,20352,8196,294989,2039840,249119,0.76,0.29,7,1093,27,99229,23588,98718,0.65,1,1,3,19,0.15,0.65,0.4,0.66,0.12,0.4,0.65,0.16,0.32,Pret,2380518,0.26,FI,0.23,0.08,0,0.37,0.43,0.21,0.18,0.51,0.15,0.38,0.26,0.17,1,0.38,0.49,0.019,0.058,0.18,0.06,0.02,0.22,0.8,3116899,0.474,Moyen
1260,PPP,Industrie,PME,Public,2020,1,0.25,7,0.39,Ukraine,Nord,Santiago,Urbain,0.77,0.22,0.22,0.58,0.49,96,0.49,150,0.54,585476,0.09,0.64,8,0.31,0.33,0.43,963144,800202,0.12,0.19,0.34,13134767,11068816,2.83,0.77,4.53,1.61,0.16,180414,339416,541184,361343,3357341,237225,0.92,0.68,5,6084,16,75689,43998,485811,0.14,1,0,1,6,0.69,0.55,0.69,0.49,0.52,0.2,0.21,0.43,0.02,PPP,1163943,0.11,A,0.35,0.18,1,0.32,0.37,0.15,0.07,0.26,0.1,0.46,0.35,0.47,1,0.34,0.13,0.01,0.029,0.12,0.05,0.05,0.31,0.81,3433670,0.53,Moyen
1261,Secteur_public,Sante,TPE,Public,1987,18,0.26,4,0.23,Vietnam,Nord,Santiago,Rural,0.14,0.71,0.2,0.21,0.22,88,0.16,152,0.31,2348563,0.08,0.87,4,0.22,0.38,0.16,1845617,845780,0.13,-0.02,0.31,14671750,12672906,1.96,0.67,0.3,0.82,1.47,199255,231717,168594,426089,3122256,82833,0.89,0.54,1,6057,32,55185,50904,396406,0.74,0,1,3,1,0.21,0.37,0.78,0.4,0.76,0.4,0.23,0.22,0.22,Pret,3811711,0.49,FI,0.15,0.26,0,0.11,0.48,0.04,0.03,0.38,0.17,0.24,0.3,0.2,1,0.42,0.15,0.04,0.065,0.21,0.09,0.04,0.37,0.35,576897,0.406,Moyen
1262,Entreprise,Tech,Grande,SAS,1982,8,0.32,3,0.1,Turkey,Nord,Yamoussoukro,Urbain,0.32,0.33,0.19,0.4,0.94,38,0.41,56,0.56,4228236,-0.05,0.56,8,0.19,0.26,0.3,1527259,173511,-0.11,0.2,0.2,4894056,11715884,2.52,0.66,4.89,0.89,1.78,337253,499779,228370,239044,2266855,389765,1.69,0.63,4,2703,15,23491,62509,325016,0.72,0,1,0,17,0.43,0.53,0.61,0.36,0.45,0.2,0.12,0.07,0.07,Pret,1518827,0.21,FI,0.22,0.32,1,0.36,0.33,0.13,0.27,0.53,0.1,0.63,0.42,0.13,1,0.17,0.32,-0.019,0.056,0.69,0.54,0.01,0.32,0.73,1735446,0.545,Moyen
1263,Entreprise,Agriculture,TPE,SA,1988,18,0.23,10,0.36,Mexico,Sud,Abuja,Urbain,0.27,0.23,0.25,0.37,0.18,50,0.48,153,0.83,4276992,0.0,0.63,7,0.05,0.36,0.77,1733218,896949,-0.02,-0.08,0.21,16672937,382072,2.44,0.7,0.22,2.0,0.65,449123,57341,547880,255195,3058555,140124,1.34,0.1,7,7713,80,30862,23959,274312,0.66,1,1,2,18,0.14,0.64,0.4,0.29,0.49,0.49,0.34,0.11,0.19,PPP,1971797,0.41,FI,0.18,0.36,1,0.31,0.11,0.11,0.27,0.09,0.2,0.19,0.06,0.23,1,0.52,0.14,0.03,0.051,0.45,0.1,-0.0,0.11,0.89,2412404,0.41800000000000004,Moyen
1264,Secteur_public,Education,PME,Public,2009,4,0.2,4,0.19,India,Ouest,Yamoussoukro,Rural,0.37,0.95,0.59,0.27,0.46,61,0.33,194,0.43,5853335,0.16,0.12,2,0.03,0.42,0.14,1994639,415856,0.12,0.08,0.44,17315130,9328424,2.88,0.27,3.01,1.53,0.52,28491,367278,743526,311194,2530276,149998,0.7,0.12,9,6516,14,29042,22964,140598,0.56,1,0,3,5,0.09,0.26,0.21,0.14,0.68,0.15,0.37,0.39,0.14,Pret,4818357,0.23,FI,0.24,0.21,0,0.33,0.12,0.52,0.35,0.33,0.34,0.15,0.16,0.45,0,0.22,0.29,0.036,0.026,0.48,0.18,-0.01,0.24,0.75,2919727,0.501,Moyen
1265,Fonds,Sante,PME,Public,1990,17,0.02,3,0.17,India,Nord,Bucharest,Rural,0.68,0.92,0.38,0.2,0.4,28,0.36,129,0.59,3634611,0.16,0.57,7,0.32,0.08,0.2,159759,474892,-0.18,0.18,0.38,12322262,7926320,0.6,0.59,2.38,2.48,1.46,471109,20186,770619,199434,2194195,342426,1.31,0.4,8,4138,44,99915,82172,145559,0.81,0,2,3,7,0.21,0.38,0.65,0.6,0.4,0.13,0.21,0.08,0.31,Equity,1554519,0.21,FI,0.35,0.59,1,0.25,0.21,0.54,0.18,0.01,0.31,0.27,0.4,0.56,0,0.3,0.22,0.043,0.069,0.4,0.28,0.04,0.34,0.46,2045447,0.44800000000000006,Moyen
1266,PPP,Finance,PME,SARL,2014,15,0.4,12,0.46,Pakistan,Ouest,Abuja,Rural,0.77,0.79,0.27,0.4,0.23,70,0.34,118,0.31,9737610,0.25,0.22,4,0.21,0.3,0.21,260256,-48004,0.04,-0.07,0.45,18196419,915673,2.11,0.98,2.9,0.51,0.05,424904,256882,853597,71369,1216631,35754,2.75,0.62,8,9283,3,28733,37425,351194,0.5,0,3,3,15,0.31,0.49,0.47,0.36,0.52,0.22,0.26,0.46,0.32,Equity,2044397,0.21,C,0.36,0.11,0,0.15,0.31,0.53,0.57,0.34,0.3,0.06,0.39,0.25,1,0.3,0.68,0.064,0.01,0.08,0.55,0.04,0.35,0.8,4208040,0.5549999999999999,Moyen
1267,Projet_SPV,Education,TPE,Public,2016,3,0.31,3,0.29,Ukraine,Sud,Abuja,Rural,0.16,0.18,0.26,0.17,0.43,97,0.43,162,0.1,3015807,-0.09,0.24,6,0.34,0.07,0.28,1497462,338443,0.22,0.2,0.1,8186222,8274226,2.83,0.28,1.85,2.7,0.34,349610,156201,65539,388342,2146149,15194,1.66,0.29,9,712,97,79138,44179,338892,0.43,1,2,2,17,0.29,0.68,0.37,0.55,0.34,0.33,0.46,0.38,0.28,Equity,1800411,0.07,A,0.35,0.13,0,0.33,0.33,0.4,0.39,0.36,0.59,0.48,0.23,0.26,0,0.35,0.16,-0.008,0.001,0.51,0.09,0.02,0.26,0.77,4000990,0.491,Moyen
1268,Institution_financiere,Industrie,Grande,SA,2021,11,0.2,12,0.4,Pakistan,Est,Islamabad,Rural,0.4,0.38,0.05,0.19,0.35,31,0.44,133,0.12,740577,0.11,0.56,8,0.28,0.41,0.03,1333518,601534,0.07,0.18,0.4,17723990,10788084,0.19,0.87,3.72,1.91,0.08,95105,100335,96219,436737,1325645,191778,2.34,0.12,5,2606,26,30217,45897,90301,0.45,1,1,4,1,0.29,0.67,0.38,0.21,0.65,0.43,0.19,0.37,0.39,Pret,4367569,0.64,FI,0.15,0.43,0,0.36,0.36,0.17,0.18,0.33,0.38,0.45,0.18,0.43,1,0.2,0.16,0.025,0.064,0.21,0.43,0.04,0.09,0.29,3695385,0.29200000000000004,Faible
1269,Projet_SPV,Tech,Grande,SA,1992,6,0.31,14,0.67,Egypt,Ouest,Kyiv,Rural,0.1,0.12,0.26,0.15,0.58,57,0.55,17,0.49,727169,0.13,0.54,9,0.16,0.44,0.65,1431909,986084,0.23,0.16,0.06,734933,1744608,2.77,0.91,3.86,2.21,1.69,146231,63545,610128,345428,3649153,261288,1.1,0.73,9,1475,84,22607,90133,332090,0.74,0,0,2,15,0.42,0.13,0.53,0.63,0.26,0.18,0.33,0.42,0.15,Pret,1850006,0.55,A,0.05,0.25,1,0.14,0.46,0.06,0.29,0.48,0.35,0.26,0.63,0.49,1,0.35,0.41,0.073,0.054,0.14,0.44,0.04,0.31,0.71,1570935,0.498,Moyen
1270,Secteur_public,Agriculture,TPE,SARL,2015,13,0.4,13,0.36,Serbia,Ouest,Beijing,Urbain,0.88,0.39,0.15,0.43,0.32,10,0.34,129,0.03,2837157,0.17,0.49,4,0.29,0.17,0.2,1496089,45824,0.17,0.06,0.35,15871433,4093635,2.8,0.4,3.56,1.36,1.45,240228,6578,421402,413126,3753024,56576,1.66,0.79,3,8935,41,92830,84854,449235,0.55,0,2,1,2,0.65,0.42,0.18,0.93,0.73,0.26,0.04,0.2,0.32,PPP,4319808,0.53,FI,0.25,0.52,1,0.07,0.27,0.66,0.52,0.14,0.22,0.25,0.24,0.22,0,0.18,0.46,-0.006,0.003,0.54,0.85,0.04,0.38,0.52,3246333,0.51,Moyen
